date;open;high;low;close;adj_close;volume
Jan 08, 2019;2,568.11;2,579.82;2,547.56;2,574.41;2,574.41;4,083,030,000
Jan 07, 2019;2,535.61;2,566.16;2,524.56;2,549.69;2,549.69;4,104,710,000
Jan 04, 2019;2,474.33;2,538.07;2,474.33;2,531.94;2,531.94;4,213,410,000
Jan 03, 2019;2,491.92;2,493.14;2,443.96;2,447.89;2,447.89;3,822,860,000
Jan 02, 2019;2,476.96;2,519.49;2,467.47;2,510.03;2,510.03;3,733,160,000
Dec 31, 2018;2,498.94;2,509.24;2,482.82;2,506.85;2,506.85;3,442,870,000
Dec 28, 2018;2,498.77;2,520.27;2,472.89;2,485.74;2,485.74;3,702,620,000
Dec 27, 2018;2,442.50;2,489.10;2,397.94;2,488.83;2,488.83;4,096,610,000
Dec 26, 2018;2,363.12;2,467.76;2,346.58;2,467.70;2,467.70;4,233,990,000
Dec 24, 2018;2,400.56;2,410.34;2,351.10;2,351.10;2,351.10;2,613,930,000
Dec 21, 2018;2,465.38;2,504.41;2,408.55;2,416.62;2,416.62;7,609,010,000
Dec 20, 2018;2,496.77;2,509.63;2,441.18;2,467.42;2,467.42;5,585,780,000
Dec 19, 2018;2,547.05;2,585.29;2,488.96;2,506.96;2,506.96;5,127,940,000
Dec 18, 2018;2,559.90;2,573.99;2,528.71;2,546.16;2,546.16;4,470,880,000
Dec 17, 2018;2,590.75;2,601.13;2,530.54;2,545.94;2,545.94;4,616,350,000
Dec 14, 2018;2,629.68;2,635.07;2,593.84;2,599.95;2,599.95;4,035,020,000
Dec 13, 2018;2,658.70;2,670.19;2,637.27;2,650.54;2,650.54;3,927,720,000
Dec 12, 2018;2,658.23;2,685.44;2,650.26;2,651.07;2,651.07;3,955,890,000
Dec 11, 2018;2,664.44;2,674.35;2,621.30;2,636.78;2,636.78;3,905,870,000
Dec 10, 2018;2,630.86;2,647.51;2,583.23;2,637.72;2,637.72;4,151,030,000
Dec 07, 2018;2,691.26;2,708.54;2,623.14;2,633.08;2,633.08;4,216,690,000
Dec 06, 2018;2,663.51;2,696.15;2,621.53;2,695.95;2,695.95;5,141,470,000
Dec 04, 2018;2,782.43;2,785.93;2,697.18;2,700.06;2,700.06;4,499,840,000
Dec 03, 2018;2,790.50;2,800.18;2,773.38;2,790.37;2,790.37;4,186,060,000
Nov 30, 2018;2,737.76;2,760.88;2,732.76;2,760.17;2,760.17;4,658,580,000
Nov 29, 2018;2,736.97;2,753.75;2,722.94;2,737.80;2,737.80;3,560,770,000
Nov 28, 2018;2,691.45;2,744.00;2,684.38;2,743.79;2,743.79;3,951,670,000
Nov 27, 2018;2,663.75;2,682.53;2,655.89;2,682.17;2,682.17;3,485,220,000
Nov 26, 2018;2,649.97;2,674.35;2,649.97;2,673.45;2,673.45;3,443,950,000
Nov 23, 2018;2,633.36;2,647.55;2,631.09;2,632.56;2,632.56;1,651,650,000
Nov 21, 2018;2,657.74;2,670.73;2,649.82;2,649.93;2,649.93;3,233,550,000
Nov 20, 2018;2,654.60;2,669.44;2,631.52;2,641.89;2,641.89;4,357,900,000
Nov 19, 2018;2,730.74;2,733.16;2,681.09;2,690.73;2,690.73;3,772,900,000
Nov 16, 2018;2,718.54;2,746.75;2,712.16;2,736.27;2,736.27;3,975,180,000
Nov 15, 2018;2,693.52;2,735.38;2,670.75;2,730.20;2,730.20;4,179,140,000
Nov 14, 2018;2,737.90;2,746.80;2,685.75;2,701.58;2,701.58;4,402,370,000
Nov 13, 2018;2,730.05;2,754.60;2,714.98;2,722.18;2,722.18;4,091,440,000
Nov 12, 2018;2,773.93;2,775.99;2,722.00;2,726.22;2,726.22;3,670,930,000
Nov 09, 2018;2,794.10;2,794.10;2,764.24;2,781.01;2,781.01;4,019,090,000
Nov 08, 2018;2,806.38;2,814.75;2,794.99;2,806.83;2,806.83;3,630,490,000
Nov 07, 2018;2,774.13;2,815.15;2,774.13;2,813.89;2,813.89;3,914,750,000
Nov 06, 2018;2,738.40;2,756.82;2,737.08;2,755.45;2,755.45;3,510,860,000
Nov 05, 2018;2,726.37;2,744.27;2,717.94;2,738.31;2,738.31;3,623,320,000
Nov 02, 2018;2,745.45;2,756.55;2,700.44;2,723.06;2,723.06;4,237,930,000
Nov 01, 2018;2,717.58;2,741.67;2,708.85;2,740.37;2,740.37;4,708,420,000
Oct 31, 2018;2,705.60;2,736.69;2,705.60;2,711.74;2,711.74;5,112,420,000
Oct 30, 2018;2,640.68;2,685.43;2,635.34;2,682.63;2,682.63;5,106,380,000
Oct 29, 2018;2,682.65;2,706.85;2,603.54;2,641.25;2,641.25;4,673,700,000
Oct 26, 2018;2,667.86;2,692.38;2,628.16;2,658.69;2,658.69;4,803,150,000
Oct 25, 2018;2,674.88;2,722.70;2,667.84;2,705.57;2,705.57;4,634,770,000
Oct 24, 2018;2,737.87;2,742.59;2,651.89;2,656.10;2,656.10;4,709,310,000
Oct 23, 2018;2,721.03;2,753.59;2,691.43;2,740.69;2,740.69;4,348,580,000
Oct 22, 2018;2,773.94;2,778.94;2,749.22;2,755.88;2,755.88;3,307,140,000
Oct 19, 2018;2,775.66;2,797.77;2,760.27;2,767.78;2,767.78;3,566,490,000
Oct 18, 2018;2,802.00;2,806.04;2,755.18;2,768.78;2,768.78;3,616,440,000
Oct 17, 2018;2,811.67;2,816.94;2,781.81;2,809.21;2,809.21;3,321,710,000
Oct 16, 2018;2,767.05;2,813.46;2,766.91;2,809.92;2,809.92;3,428,340,000
Oct 15, 2018;2,763.83;2,775.99;2,749.03;2,750.79;2,750.79;3,300,140,000
Oct 12, 2018;2,770.54;2,775.77;2,729.44;2,767.13;2,767.13;3,966,040,000
Oct 11, 2018;2,776.87;2,795.14;2,710.51;2,728.37;2,728.37;4,890,630,000
Oct 10, 2018;2,873.90;2,874.02;2,784.86;2,785.68;2,785.68;4,501,250,000
Oct 09, 2018;2,882.51;2,894.83;2,874.27;2,880.34;2,880.34;3,520,500,000
Oct 08, 2018;2,877.53;2,889.45;2,862.08;2,884.43;2,884.43;3,330,320,000
Oct 05, 2018;2,902.54;2,909.64;2,869.29;2,885.57;2,885.57;3,328,980,000
Oct 04, 2018;2,919.35;2,919.78;2,883.92;2,901.61;2,901.61;3,496,860,000
Oct 03, 2018;2,931.69;2,939.86;2,921.36;2,925.51;2,925.51;3,598,710,000
Oct 02, 2018;2,923.80;2,931.42;2,919.37;2,923.43;2,923.43;3,401,880,000
Oct 01, 2018;2,926.29;2,937.06;2,917.91;2,924.59;2,924.59;3,364,190,000
Sep 28, 2018;2,910.03;2,920.53;2,907.50;2,913.98;2,913.98;3,432,300,000
Sep 27, 2018;2,911.65;2,927.22;2,909.27;2,914.00;2,914.00;3,060,850,000
Sep 26, 2018;2,916.98;2,931.15;2,903.28;2,905.97;2,905.97;3,388,620,000
Sep 25, 2018;2,921.75;2,923.95;2,913.70;2,915.56;2,915.56;3,285,480,000
Sep 24, 2018;2,921.83;2,923.79;2,912.63;2,919.37;2,919.37;3,372,210,000
Sep 21, 2018;2,936.76;2,940.91;2,927.11;2,929.67;2,929.67;5,607,610,000
Sep 20, 2018;2,919.73;2,934.80;2,919.73;2,930.75;2,930.75;3,337,730,000
Sep 19, 2018;2,906.60;2,912.36;2,903.82;2,907.95;2,907.95;3,280,020,000
Sep 18, 2018;2,890.74;2,911.17;2,890.43;2,904.31;2,904.31;3,074,610,000
Sep 17, 2018;2,903.83;2,904.65;2,886.16;2,888.80;2,888.80;2,947,760,000
Sep 14, 2018;2,906.38;2,908.30;2,895.77;2,904.98;2,904.98;3,149,800,000
Sep 13, 2018;2,896.85;2,906.76;2,896.39;2,904.18;2,904.18;3,254,930,000
Sep 12, 2018;2,888.29;2,894.65;2,879.20;2,888.92;2,888.92;3,264,930,000
Sep 11, 2018;2,871.57;2,892.52;2,866.78;2,887.89;2,887.89;2,899,660,000
Sep 10, 2018;2,881.39;2,886.93;2,875.94;2,877.13;2,877.13;2,731,400,000
Sep 07, 2018;2,868.26;2,883.81;2,864.12;2,871.68;2,871.68;2,946,270,000
Sep 06, 2018;2,888.64;2,892.05;2,867.29;2,878.05;2,878.05;3,139,590,000
Sep 05, 2018;2,891.59;2,894.21;2,876.92;2,888.60;2,888.60;3,241,250,000
Sep 04, 2018;2,896.96;2,900.18;2,885.13;2,896.72;2,896.72;3,077,060,000
Aug 31, 2018;2,898.37;2,906.32;2,891.73;2,901.52;2,901.52;2,880,260,000
Aug 30, 2018;2,908.94;2,912.46;2,895.22;2,901.13;2,901.13;2,802,180,000
Aug 29, 2018;2,900.62;2,916.50;2,898.40;2,914.04;2,914.04;2,791,860,000
Aug 28, 2018;2,901.45;2,903.77;2,893.50;2,897.52;2,897.52;2,683,190,000
Aug 27, 2018;2,884.69;2,898.25;2,884.69;2,896.74;2,896.74;2,854,080,000
Aug 24, 2018;2,862.35;2,876.16;2,862.35;2,874.69;2,874.69;2,596,190,000
Aug 23, 2018;2,860.29;2,868.78;2,854.03;2,856.98;2,856.98;2,713,910,000
Aug 22, 2018;2,860.99;2,867.54;2,856.05;2,861.82;2,861.82;2,689,560,000
Aug 21, 2018;2,861.51;2,873.23;2,861.32;2,862.96;2,862.96;3,147,140,000
Aug 20, 2018;2,853.93;2,859.76;2,850.62;2,857.05;2,857.05;2,748,020,000
Aug 17, 2018;2,838.32;2,855.63;2,833.73;2,850.13;2,850.13;3,024,100,000
Aug 16, 2018;2,831.44;2,850.49;2,831.44;2,840.69;2,840.69;3,219,880,000
Aug 15, 2018;2,827.95;2,827.95;2,802.49;2,818.37;2,818.37;3,645,070,000
Aug 14, 2018;2,827.88;2,843.11;2,826.58;2,839.96;2,839.96;2,976,970,000
Aug 13, 2018;2,835.46;2,843.40;2,819.88;2,821.93;2,821.93;3,158,450,000
Aug 10, 2018;2,838.90;2,842.20;2,825.81;2,833.28;2,833.28;3,256,040,000
Aug 09, 2018;2,857.19;2,862.48;2,851.98;2,853.58;2,853.58;3,047,050,000
Aug 08, 2018;2,856.79;2,862.44;2,853.09;2,857.70;2,857.70;2,972,200,000
Aug 07, 2018;2,855.92;2,863.43;2,855.92;2,858.45;2,858.45;3,162,770,000
Aug 06, 2018;2,840.29;2,853.29;2,835.98;2,850.40;2,850.40;2,874,540,000
Aug 03, 2018;2,829.62;2,840.38;2,827.37;2,840.35;2,840.35;3,030,390,000
Aug 02, 2018;2,800.48;2,829.91;2,796.34;2,827.22;2,827.22;3,467,380,000
Aug 01, 2018;2,821.17;2,825.83;2,805.85;2,813.36;2,813.36;3,496,990,000
Jul 31, 2018;2,809.73;2,824.46;2,808.06;2,816.29;2,816.29;3,892,100,000
Jul 30, 2018;2,819.00;2,821.74;2,798.11;2,802.60;2,802.60;3,245,770,000
Jul 27, 2018;2,842.35;2,843.17;2,808.34;2,818.82;2,818.82;3,415,710,000
Jul 26, 2018;2,835.49;2,845.57;2,835.26;2,837.44;2,837.44;3,653,330,000
Jul 25, 2018;2,817.73;2,848.03;2,817.73;2,846.07;2,846.07;3,553,010,000
Jul 24, 2018;2,820.68;2,829.99;2,811.12;2,820.40;2,820.40;3,417,530,000
Jul 23, 2018;2,799.17;2,808.61;2,795.14;2,806.98;2,806.98;2,907,430,000
Jul 20, 2018;2,804.55;2,809.70;2,800.01;2,801.83;2,801.83;3,230,210,000
Jul 19, 2018;2,809.37;2,812.05;2,799.77;2,804.49;2,804.49;3,266,700,000
Jul 18, 2018;2,811.35;2,816.76;2,805.89;2,815.62;2,815.62;3,089,780,000
Jul 17, 2018;2,789.34;2,814.19;2,789.24;2,809.55;2,809.55;3,050,730,000
